,url,title,comments_from_registry,comments_by_email,comments_by_mail,page_file
013-4972,/notice/013-4972,"Ford Motor Company of Canada, Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-392.json
013-4973,/notice/013-4973,"Canopy Growth Corporation
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-343.json
013-4975,/notice/013-4975,"Jim and Joanne Donovan
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-388.json
013-4976,/notice/013-4976,"Paul Wilson
      
         - Mineral exploration permit",0,0,0,notice-397.json
013-4977,/notice/013-4977,"Wayne Benham
      
         - Mineral exploration permit",0,0,0,notice-398.json
013-4978,/notice/013-4978,"Wayne Benham
      
         - Mineral exploration permit",0,0,0,notice-398.json
013-4981,/notice/013-4981,"Ontario Graphite, Ltd.
      
         - Permit to take water",0,0,0,notice-261.json
013-4982,/notice/013-4982,"Ray Cousineau
      
         - Mineral exploration permit",0,0,0,notice-397.json
013-4983,/notice/013-4983,"Nuvision Resources ULC
      
         - Mineral exploration permit",0,0,0,notice-397.json
013-4984,/notice/013-4984,"Pedersen Aggregates Limited
      
         - Permit to take water",0,0,0,notice-352.json
013-4985,/notice/013-4985,"Laprise Farms Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-373.json
013-4986,/notice/013-4986,"Minaki on the River Inc.
      
         - Environmental Compliance Approval (sewage)",4,0,0,notice-341.json
013-4988,/notice/013-4988,"Magna Exteriors Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-370.json
013-4990,/notice/013-4990,"Speare Seeds Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-390.json
013-4992,/notice/013-4992,Focusing conservation authority development permits on the protection of people and property,133,99,17,notice-146.json
013-4993,/notice/013-4993,"St. Andrew Goldfields Ltd.
      
         - Permit to take water",0,0,0,notice-398.json
013-4994,/notice/013-4994,"St. Andrew Goldfields Ltd.
      
         - Permit to take water",0,0,0,notice-398.json
013-4995,/notice/013-4995,"St. Andrew Goldfields Ltd.
      
         - Permit to take water",0,0,0,notice-398.json
013-4996,/notice/013-4996,"Alex Pleson
      
         - Mineral exploration permit",0,0,0,notice-395.json
013-4997,/notice/013-4997,"Blanco Canada Inc.
      
         - Environmental Compliance Approval (air)",1,0,0,notice-370.json
013-4998,/notice/013-4998,"Cytec Canada Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-382.json
013-4999,/notice/013-4999,"Peter Gryba (Central Timmins Exploration Corp.)
      
         - Mineral exploration permit",0,0,0,notice-397.json
013-5000,/notice/013-5000,Excess soil regulatory proposal and amendments to Record of Site Condition (Brownfields) Regulation,77,43,0,notice-359.json
013-5001,/notice/013-5001,"Canadian Niagara Power Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-362.json
013-5005,/notice/013-5005,"Kelly Mercer
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-387.json
013-5006,/notice/013-5006,"Geraldine Thomas
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-387.json
013-5007,/notice/013-5007,Developing government response statements for nine species at risk under the Endangered Species Act,5,5,0,notice-374.json
013-5010,/notice/013-5010,"Extender Minerals of Canada Limited
      
         - Amendment to a closure plan by order",0,0,0,notice-87.json
013-5011,/notice/013-5011,"New Gold Inc.
      
         - Permit to take water",1,0,0,notice-259.json
013-5012,/notice/013-5012,"Ontario Power Generation Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-365.json
013-5013,/notice/013-5013,"Preston Sand & Gravel Company Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-348.json
013-5014,/notice/013-5014,"James Seeley and Jennifer Spearin
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-388.json
013-5016,/notice/013-5016,"The Summit Golf and Country Club, Limited
      
         - Permit to take water",0,0,0,notice-386.json
013-5017,/notice/013-5017,"Kenora Golf and Country Club, Limited
      
         - Permit to take water",0,0,0,notice-388.json
013-5018,/notice/013-5018,Modernizing conservation authority operations - Conservation Authorities Act,381,97,17,notice-296.json
013-5020,/notice/013-5020,"Terra-Rock Holdings Inc.
      
         - Changes to the site plan for a pit or quarry",1,0,0,notice-368.json
013-5021,/notice/013-5021,"BASF Canada
      
         - Classification, reclassification or declassification of a pesticide",0,0,0,notice-391.json
013-5022,/notice/013-5022,"Marrone Bio Innovations, Inc.
      
         - Classification, reclassification or declassification of a pesticide",0,0,0,notice-391.json
013-5023,/notice/013-5023,"De Ceuster Meststoffen nv
      
         - Classification, reclassification or declassification of a pesticide",0,0,0,notice-391.json
013-5029,/notice/013-5029,"Waste Management of Canada Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-336.json
013-5030,/notice/013-5030,"GFL Environmental Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-277.json
013-5031,/notice/013-5031,"863195 Ontario Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-374.json
013-5032,/notice/013-5032,"RSH OVL Facility Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-360.json
013-5033,/notice/013-5033,10th Year Review of Ontario’s Endangered Species Act: Proposed changes,1597,43587,30,notice-296.json
013-5034,/notice/013-5034,"Glenn Kasner (Agent for Brian Bishop)
      
         - Mineral exploration permit",0,0,0,notice-395.json
013-5035,/notice/013-5035,"Anti-Friction Enterprises (1985), Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-370.json
013-5036,/notice/013-5036,"Tarandowah Golfers Club
      
         - Permit to take water",0,0,0,notice-378.json
013-5037,/notice/013-5037,"Xcel Fabrication & Design Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-331.json
013-5038,/notice/013-5038,"Bayer CropScience Inc.
      
         - Classification, reclassification or declassification of a pesticide",0,0,0,notice-390.json
013-5039,/notice/013-5039,"Hurdman Dam Generating Station Ltd.
      
         - Permit to take water",0,0,0,notice-384.json
013-5040,/notice/013-5040,"Gerald Blakely (Gerald Blakely Explorations) 
      
         - Mineral exploration permit",0,0,0,notice-394.json
013-5042,/notice/013-5042,"Inventus Mining Corp
      
         - Mineral exploration permit",0,0,0,notice-397.json
013-5043,/notice/013-5043,"Groupe CRH Canada Inc. / CRH Canada Group Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-327.json
013-5047,/notice/013-5047,"Bill's Septic Ltd.
      
         - Environmental Compliance Approval (waste)",1,0,0,notice-287.json
013-5048,/notice/013-5048,"Ronald Gernat
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-324.json
013-5049,/notice/013-5049,"Ronald Gernat
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-324.json
013-5050,/notice/013-5050,"1076330 Ontario Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-340.json
013-5051,/notice/013-5051,"Bill's Septic Ltd.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-294.json
013-5061,/notice/013-5061,"Centre City Capital Limited 
      
         - Permit to take water",0,0,0,notice-378.json
013-5071,/notice/013-5071,"R. W. Tomlinson Limited
      
         - Environmental Compliance Approval (sewage)",0,1,0,notice-379.json
013-5072,/notice/013-5072,"Danford Construction Ltd.
      
         - Changes to the site plan for a pit or quarry",0,0,0,notice-76.json
013-5074,/notice/013-5074,"1063445 Ontario Inc.
      
         - Changes to the site plan for a pit or quarry",0,0,0,notice-364.json
013-5075,/notice/013-5075,"Lively Golf & Country Club
      
         - Permit to take water",0,0,0,notice-367.json
013-5076,/notice/013-5076,"Desrosiers Geothermal Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-325.json
013-5077,/notice/013-5077,"Diamond in the Ruff Enterprises Inc. (Diamond 'in the Ruff' Golf Club) 
      
         - Permit to take water",0,0,0,notice-378.json
013-5078,/notice/013-5078,"Perry English
      
         - Mineral exploration permit",0,0,0,notice-394.json
013-5079,/notice/013-5079,"Allegro Acres Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-380.json
013-5080,/notice/013-5080,"R. W. Tomlinson Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-355.json
013-5083,/notice/013-5083,"Credit Valley Golf and Country Club Limited
      
         - Permit to take water",0,0,0,notice-378.json
013-5084,/notice/013-5084,"General Dynamics Land Systems - Canada Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-359.json
013-5085,/notice/013-5085,"1454411 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-377.json
013-5086,/notice/013-5086,"Fresh Venture Farms
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-366.json
013-5087,/notice/013-5087,"Metro Ontario Inc.
      
         - Permit to take water",0,0,0,notice-378.json
013-5088,/notice/013-5088,"Parkbridge Lifestyle Communities Inc.
      
         - Environmental Compliance Approval (sewage)",1,0,1,notice-387.json
013-5089,/notice/013-5089,"24 Gaukel GP Inc.
      
         - Certificate of property use",0,0,0,notice-390.json
013-5091,/notice/013-5091,"Huron Pines Golf and Country Club Inc.
      
         - Permit to take water",0,0,0,notice-395.json
013-5092,/notice/013-5092,"507656 N.B. Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-388.json
013-5094,/notice/013-5094,"RHGC Management Ltd. (Richmond Hill Golf Club)
      
         - Permit to take water",0,0,0,notice-378.json
013-5100,/notice/013-5100,"Clevelands house GP Inc., as general partner for & on behalf of Clevelands House Limited Partnership
      
         - Permit to take water",0,0,0,notice-378.json
013-5101,/notice/013-5101,Discussion paper: modernizing Ontario’s environmental assessment program,52,30,1,notice-57.json
013-5102,/notice/013-5102,Modernizing Ontario’s environmental assessment program - Environmental Assessment Act,27,23,0,notice-320.json
013-5103,/notice/013-5103,"Canadian Gold Miner
      
         - Mineral exploration permit",0,0,0,notice-390.json
013-5104,/notice/013-5104,"Procyk Farms (1994) Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-373.json
013-5105,/notice/013-5105,"Brawo Brassworking Limited operating as Lofthouse Manufacturing
      
         - Environmental Compliance Approval (air)",0,0,0,notice-347.json
013-5106,/notice/013-5106,"Thomas Cavanagh Construction Limited
      
         - Permit to take water",0,0,0,notice-311.json
013-5111,/notice/013-5111,"Baiocco Construction Corp.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-337.json
013-5114,/notice/013-5114,"Bob Tait Construction
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-371.json
013-5115,/notice/013-5115,"Michael Chmil
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-339.json
013-5116,/notice/013-5116,"JC Enviro Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-321.json
013-5121,/notice/013-5121,"2674272 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-382.json
013-5122,/notice/013-5122,"Magna Closures Inc. operating as Dortec Industries
      
         - Environmental Compliance Approval (air)",0,0,0,notice-341.json
013-5123,/notice/013-5123,"Fieldcrest Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-361.json
013-5124,/notice/013-5124,"Namewaminikan Hydro Inc.
      
         - Permit to take water",0,0,0,notice-261.json
013-5125,/notice/013-5125,"ShawCor Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-369.json
013-5126,/notice/013-5126,"Ben-met Steel & Metal Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-363.json
013-5127,/notice/013-5127,"Lafarge Canada Inc.
      
         - Permit to take water",0,0,0,notice-333.json
013-5128,/notice/013-5128,"Patrick Zister
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-373.json
013-5131,/notice/013-5131,"Justin David Murray (Forester Septic Tank Pumping)
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-284.json
013-5132,/notice/013-5132,"Wilton Sanitation Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-289.json
013-5133,/notice/013-5133,"Justin David Murray (Forester Septic Tank Pumping)
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-290.json
013-5134,/notice/013-5134,"Yenway Golf Inc.
      
         - Permit to take water",0,0,0,notice-262.json
013-5141,/notice/013-5141,"7137796 Canada Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-371.json
013-5151,/notice/013-5151,"Staikos Homes (2014) Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-356.json
013-5152,/notice/013-5152,"GPM (13) GP Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-373.json
013-5153,/notice/013-5153,"Ontario Plants Propagation Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-382.json
013-5154,/notice/013-5154,"Carrying Place Golf and Country Club
      
         - Permit to take water",0,0,0,notice-376.json
